A_Index;AnzahlZimmer;Ausbaustufe;Baeder;BaederKG;Baujahr;EG_qm;Garage_qm;Garagen;Gesamteindruck;Keller_Typ_qm;Keller_qm;Kellerhoehe;Kellertyp;Lage;OG_qm;Umgebaut;Verkaufsjahr;Verkaufsmonat;Wohnflaeche_qm;Z_Verkaufspreis
1953;3;2 Ebenen;2;1;1960;68;34;2;4;59;59;Durchschnitt;Mittlerer Wohnraum;Bezirk 15;61;2011;2021;12;129;152500
1420;3;2 Ebenen;3;0;2018;92;87;3;3;0;92;Gut;Rohbau;Bezirk 24;74;2018;2019;12;166;270000
1480;4;2 Ebenen;4;1;2017;98;61;3;3;83;97;Sehr gut;Guter Wohnraum;Bezirk 25;117;2017;2019;7;215;349265
659;3;2 Ebenen;1;1;1927;103;0;0;3;87;103;Durchschnitt;Freizeitraum;Bezirk 21;15;1962;2022;2;118;114999
1971;3;1 Ebene;2;0;2016;156;41;2;3;2;158;Gut;Guter Wohnraum;Bezirk 6;0;2017;2018;10;156;216837
97;3;1 Ebene;2;0;2013;151;63;3;3;0;149;Gut;Rohbau;Bezirk 6;0;2014;2018;8;151;275000
1856;3;2 Ebenen;3;0;2015;70;40;2;3;0;70;Gut;Rohbau;Bezirk 23;70;2016;2020;7;141;192500
1224;2;1 Ebene;2;1;2006;138;64;3;3;123;138;Gut;Guter Wohnraum;Bezirk 16;0;2007;2018;7;138;262000
1161;4;2 Ebenen;3;1;1986;92;41;2;4;79;92;Durchschnitt;Mittlerer Wohnraum;Bezirk 19;67;1986;2019;11;159;178900
1815;2;1 Ebene;2;1;2014;163;58;3;3;112;163;Gut;Guter Wohnraum;Bezirk 26;0;2014;2019;4;163;282000
1634;3;1 Ebene;2;0;1972;117;24;1;3;48;117;Durchschnitt;Freizeitraum;Bezirk 15;0;1972;2018;4;117;145250
2361;3;2 Ebenen;2;0;1988;46;24;1;2;0;46;Durchschnitt;Rohbau;Bezirk 13;46;1988;2019;4;92;75190
1548;3;2 Ebenen;3;0;2011;63;37;2;3;32;61;Gut;Guter Wohnraum;Bezirk 24;61;2011;2021;3;125;172500
1956;3;1 Ebene;2;1;2020;146;71;3;3;93;146;Sehr gut;Guter Wohnraum;Bezirk 6;0;2020;2021;11;146;441892
1147;3;1 Ebene;1;1;1971;100;24;1;3;36;44;Gut;Guter Wohnraum;Bezirk 15;0;1971;2021;7;100;138000
2308;2;1 Ebene;2;1;2016;91;20;1;3;43;91;Gut;Guter Wohnraum;Bezirk 21;0;2016;2018;5;91;157000
90;2;1 Ebene;2;1;1990;121;49;2;4;57;115;Gut;Mittlerer Wohnraum;Bezirk 27;0;1990;2019;6;121;194000
1937;3;2 Ebenen;1;0;1952;51;19;1;3;31;51;Schlecht;Niedrige Qualität;Bezirk 21;27;1962;2022;3;78;109249
1933;3;1 Ebene;2;1;1975;95;44;2;4;65;95;Durchschnitt;Mittlerer Wohnraum;Bezirk 15;0;1975;2020;12;95;155000
1090;2;1 Ebene;1;1;1966;70;29;1;4;0;70;Durchschnitt;Rohbau;Bezirk 15;0;1966;2020;7;70;109500
827;3;1 Ebene;1;1;1980;75;26;1;3;75;75;Durchschnitt;Mittlerer Wohnraum;Bezirk 22;0;1980;2020;4;75;115000
236;3;2 Ebenen;3;0;2016;71;36;2;3;0;71;Gut;Rohbau;Bezirk 9;63;2016;2021;7;135;195500
576;3;2 Ebenen;2;0;1953;83;56;2;3;34;83;Durchschnitt;Niedrige Qualität;Bezirk 8;52;1972;2021;7;136;117000
755;4;2 Ebenen;3;1;2014;74;54;3;3;55;73;Sehr gut;Guter Wohnraum;Bezirk 9;95;2014;2021;7;170;257500
210;3;1 Ebene;2;1;1988;107;39;2;5;83;107;Gut;Mittlerer Wohnraum;Bezirk 27;0;1988;2019;5;107;181500
731;3;1 Ebene;1;0;1980;85;32;1;4;45;85;Durchschnitt;Mittlerer Wohnraum;Bezirk 14;0;1980;2021;4;85;139500
2435;2;1 Ebene;2;0;2002;113;46;2;3;0;113;Gut;Rohbau;Bezirk 23;0;2003;2021;2;113;145000
1848;3;1 Ebene;2;1;1953;173;67;3;3;0;78;Durchschnitt;Rohbau;Bezirk 15;0;1975;2018;12;173;167000
2038;5;2 Ebenen;3;2;1937;118;85;3;3;86;184;Durchschnitt;Guter Wohnraum;Bezirk 20;106;1987;2018;7;224;180000
195;3;2 Ebenen;3;1;2006;60;34;2;3;51;60;Gut;Guter Wohnraum;Bezirk 9;68;2007;2021;7;128;181316
2105;2;1 Ebene;2;1;2017;148;48;2;3;38;148;Sehr gut;Guter Wohnraum;Bezirk 18;0;2017;2022;2;148;367885
2006;3;2 Ebenen;3;0;2012;66;45;2;3;44;66;Gut;Guter Wohnraum;Bezirk 6;73;2012;2020;6;140;251075
2581;3;2 Ebenen;3;1;2008;103;51;2;3;64;73;Gut;Guter Wohnraum;Bezirk 6;66;2014;2019;6;169;232100
1891;3;1 Ebene;1;0;1968;143;40;2;3;0;122;Durchschnitt;Rohbau;Bezirk 8;0;1968;2021;11;143;127500
1847;3;1 Ebene;1;1;1972;93;26;1;3;35;93;Durchschnitt;Mittlerer Wohnraum;Bezirk 15;0;1972;2020;4;93;141000
1190;3;2 Ebenen;3;0;2017;72;52;2;3;0;72;Gut;Rohbau;Bezirk 24;72;2017;2018;2;145;200825
1455;3;1 Ebene;2;1;2003;109;42;2;3;102;108;Gut;Guter Wohnraum;Bezirk 23;0;2003;2020;6;109;179200
856;3;1 Ebene;2;1;2004;100;35;2;4;79;99;Gut;Mittlerer Wohnraum;Bezirk 9;0;2019;2022;3;100;212749
30;4;1 Ebene;2;0;1988;146;48;2;3;79;146;Durchschnitt;Freizeitraum;Bezirk 14;0;1988;2018;7;146;150900
139;2;1 Ebene;2;0;2016;120;33;2;3;0;116;Gut;Rohbau;Bezirk 1;0;2016;2018;5;120;178740
1210;4;2 Ebenen;3;0;2003;110;39;2;3;0;109;Gut;Rohbau;Bezirk 16;94;2004;2018;4;205;260000
1751;3;1 Ebene;1;0;1989;83;41;2;4;47;83;Durchschnitt;Kein Wohnraum;Bezirk 22;0;1989;2021;7;83;135000
678;3;1 Ebene;1;1;1983;48;24;1;4;29;31;Durchschnitt;Mittlerer Wohnraum;Bezirk 15;45;2017;2019;12;94;139000
2514;2;1 Ebene;2;1;1999;96;46;2;4;83;94;Gut;Guter Wohnraum;Bezirk 26;0;1999;2018;7;96;176000
1493;2;2 Ebenen;2;0;1984;41;24;1;3;0;41;Durchschnitt;Rohbau;Bezirk 3;42;1984;2018;6;83;94500
895;3;1 Ebene;2;0;2016;121;53;2;3;0;121;Sehr gut;Rohbau;Bezirk 14;0;2017;2022;3;121;199524
1393;3;2 Ebenen;2;0;1949;70;57;1;4;17;70;Durchschnitt;Freizeitraum;Bezirk 4;57;2012;2020;5;127;157000
2279;3;1 Ebene;2;1;1982;187;48;2;3;77;165;Gut;Guter Wohnraum;Bezirk 15;0;2001;2022;7;187;206999
2017;1;1 Ebene;1;1;2016;72;35;2;3;56;72;Gut;Guter Wohnraum;Bezirk 6;0;2016;2020;6;72;174845
611;3;2 Ebenen;2;1;1950;73;44;2;3;4;73;Durchschnitt;Niedrige Qualität;Bezirk 4;46;1962;2019;3;119;126000
1114;2;1 Ebene;1;1;1959;59;0;0;5;0;59;Durchschnitt;Rohbau;Bezirk 8;0;2020;2021;6;59;118000
4;3;2 Ebenen;2;0;1924;66;0;0;5;0;66;Durchschnitt;Rohbau;Bezirk 20;66;2021;2022;5;132;183885
378;3;1 Ebene;2;1;2015;125;47;2;3;86;123;Gut;Guter Wohnraum;Bezirk 6;0;2015;2019;6;125;248600
1305;3;2 Ebenen;3;1;2005;85;36;2;3;43;62;Gut;Mittlerer Wohnraum;Bezirk 23;65;2005;2021;7;150;213000
1378;2;1 Ebene;2;0;1962;90;37;2;4;37;90;Gut;Kein Wohnraum;Bezirk 22;0;2007;2022;2;90;147200
1313;3;1 Ebene;1;1;1971;97;67;1;4;63;97;Durchschnitt;Mittlerer Wohnraum;Bezirk 15;0;1971;2018;3;97;143000
2333;3;1 Ebene;2;1;1975;118;43;2;3;51;118;Gut;Kein Wohnraum;Bezirk 15;0;1975;2021;7;118;159000
2495;3;1 Ebene;1;0;1928;104;37;2;5;0;69;Durchschnitt;Rohbau;Bezirk 7;0;2012;2021;10;104;147500
1225;3;1 Ebene;1;1;2006;84;44;2;4;61;84;Gut;Guter Wohnraum;Bezirk 6;0;2006;2020;8;84;187550
2177;3;2 Ebenen;3;1;2009;76;58;2;3;55;70;Gut;Guter Wohnraum;Bezirk 6;74;2009;2019;5;151;225225
709;3;2 Ebenen;1;0;1942;62;15;1;4;0;62;Durchschnitt;Rohbau;Bezirk 4;49;1996;2018;2;112;110000
1338;2;1 Ebene;2;0;1967;97;0;0;2;0;0;0;0;Bezirk 8;0;1967;2019;9;97;61500
2240;2;1 Ebene;2;0;2013;113;43;2;3;0;113;Gut;Rohbau;Bezirk 15;0;2013;2019;7;113;155000
521;3;1 Ebene;2;0;2018;111;37;2;3;2;111;Gut;Guter Wohnraum;Bezirk 6;0;2018;2019;3;111;194075
1084;6;1 Ebene;2;0;1973;153;0;0;3;0;153;Durchschnitt;Rohbau;Bezirk 15;0;1973;2019;7;153;141000
2454;2;1 Ebene;2;1;2002;113;41;2;3;89;111;Gut;Mittlerer Wohnraum;Bezirk 26;0;2002;2018;7;113;180000
226;3;2 Ebenen;3;1;1988;67;48;2;3;60;67;Gut;Guter Wohnraum;Bezirk 19;66;1988;2018;7;133;190000
2239;3;1 Ebene;2;0;2005;101;36;2;3;0;100;Gut;Rohbau;Bezirk 9;0;2005;2021;11;101;166000
810;3;2 Ebenen;3;0;2016;71;36;2;3;0;71;Gut;Rohbau;Bezirk 9;75;2016;2022;4;147;212851
502;3;1 Ebene;1;1;1975;77;25;1;5;53;77;Durchschnitt;Mittlerer Wohnraum;Bezirk 22;0;2007;2021;10;77;129000
2103;3;2 Ebenen;1;1;1937;76;48;2;4;11;76;Durchschnitt;Mittlerer Wohnraum;Bezirk 8;38;1962;2019;7;114;122000
1350;5;1 Ebene;3;0;1988;174;65;2;3;0;166;Durchschnitt;Rohbau;Bezirk 14;0;1988;2022;3;174;195499
1649;2;2 Ebenen;1;0;1959;57;0;0;3;0;0;0;0;Bezirk 4;20;1962;2018;7;77;80500
1383;3;2 Ebenen;2;0;1982;46;24;1;3;23;46;Durchschnitt;Kein Wohnraum;Bezirk 13;46;1982;2021;8;92;88000
2155;3;1 Ebene;1;1;1987;93;29;1;4;44;85;Durchschnitt;Mittlerer Wohnraum;Bezirk 8;0;1987;2022;6;93;143980
608;4;2 Ebenen;1;0;1932;92;0;0;4;0;76;Durchschnitt;Rohbau;Bezirk 20;9;2010;2020;9;101;79900
225;3;2 Ebenen;3;1;1960;94;19;1;5;51;76;Durchschnitt;Guter Wohnraum;Bezirk 8;76;2014;2018;8;170;225000
1232;3;1 Ebene;1;1;1966;89;24;1;5;70;89;Durchschnitt;Mittlerer Wohnraum;Bezirk 15;0;2012;2018;6;89;156000
683;3;2 Ebenen;1;1;1962;77;26;1;4;77;77;Schlecht;Freizeitraum;Bezirk 4;44;1962;2019;3;121;128250
1311;2;1 Ebene;1;0;1976;77;24;1;3;26;77;Durchschnitt;Freizeitraum;Bezirk 15;0;1976;2018;11;77;115000
315;3;1 Ebene;1;1;1966;110;42;2;4;103;110;Durchschnitt;Freizeitraum;Bezirk 15;0;2002;2021;10;110;153000
2301;2;1 Ebene;1;1;1932;87;0;0;4;0;79;Durchschnitt;Rohbau;Bezirk 20;0;2018;2020;2;87;120000
1200;3;1 Ebene;1;1;1975;81;25;1;5;53;81;Durchschnitt;Guter Wohnraum;Bezirk 22;0;2015;2020;5;81;144900
1220;3;2 Ebenen;3;1;2011;71;45;2;3;54;71;Gut;Guter Wohnraum;Bezirk 6;77;2011;2018;8;149;214000
1298;1;1 Ebene;1;1;2016;72;35;2;3;56;72;Gut;Guter Wohnraum;Bezirk 6;0;2016;2020;2;72;175450
691;3;1 Ebene;2;1;1989;139;52;2;4;109;121;Gut;Mittlerer Wohnraum;Bezirk 7;0;1989;2018;3;139;217500
1693;2;1 Ebene;1;0;1962;88;53;2;4;0;0;0;0;Bezirk 15;0;1962;2018;6;88;109500
770;3;2 Ebenen;1;0;1958;65;20;1;4;29;65;Durchschnitt;Kein Wohnraum;Bezirk 8;36;2007;2020;5;102;130500
2109;3;2 Ebenen;3;0;2001;99;48;2;4;35;68;Gut;Guter Wohnraum;Bezirk 23;68;2001;2019;1;168;228500
1479;2;1 Ebene;1;0;1965;79;48;2;3;0;79;Schlecht;Rohbau;Bezirk 20;0;1965;2021;2;79;93000
2205;2;1 Ebene;1;0;1962;88;35;2;3;0;0;0;0;Bezirk 15;0;1962;2018;7;88;109900
602;3;2 Ebenen;3;0;2017;58;34;2;3;0;58;Gut;Rohbau;Bezirk 9;74;2017;2021;3;132;174000
1960;3;2 Ebenen;3;0;2005;59;35;2;3;44;59;Gut;Mittlerer Wohnraum;Bezirk 9;68;2006;2018;5;127;165600
824;3;2 Ebenen;2;0;1922;56;46;2;4;0;56;Durchschnitt;Rohbau;Bezirk 7;50;2015;2019;11;106;139000
1977;4;2 Ebenen;2;1;1978;68;41;2;5;34;68;Durchschnitt;Guter Wohnraum;Bezirk 19;70;2012;2020;7;138;173000
1934;2;2 Ebenen;1;0;1907;70;15;1;4;0;14;Sehr Schlecht;Rohbau;Bezirk 12;45;1962;2020;7;115;89000
1001;3;1 Ebene;2;1;1981;121;70;3;3;88;93;Gut;Mittlerer Wohnraum;Bezirk 9;0;2002;2019;11;121;155000
1772;2;1 Ebene;1;1;1978;95;26;1;5;80;91;Durchschnitt;Guter Wohnraum;Bezirk 15;0;2020;2022;1;95;204699
393;2;1 Ebene;2;1;2019;109;56;2;3;76;108;Gut;Guter Wohnraum;Bezirk 6;0;2019;2021;5;109;266200
2054;2;1 Ebene;1;1;1979;143;46;2;3;99;142;Durchschnitt;Freizeitraum;Bezirk 15;0;1979;2021;4;143;175000
1328;4;1 Ebene;2;1;1962;183;48;2;4;40;102;Durchschnitt;Mittlerer Wohnraum;Bezirk 8;0;2013;2019;6;183;243000
1637;3;2 Ebenen;3;0;1988;97;46;2;4;0;67;Gut;Rohbau;Bezirk 19;67;1988;2019;11;164;197900
127;4;2 Ebenen;4;0;1986;76;40;2;3;0;76;Gut;Rohbau;Bezirk 15;76;1986;2020;6;152;133000
877;3;1 Ebene;1;1;1970;89;26;1;4;71;89;Durchschnitt;Freizeitraum;Bezirk 15;0;2004;2019;8;89;139000
783;3;1 Ebene;2;1;1989;95;41;2;3;79;95;Durchschnitt;Mittlerer Wohnraum;Bezirk 14;0;1989;2018;5;95;160000
1599;3;2 Ebenen;2;0;1917;75;0;0;5;0;48;Schlecht;Rohbau;Bezirk 20;55;2017;2020;2;130;129400
949;3;2 Ebenen;2;0;1927;89;48;2;4;0;89;Durchschnitt;Rohbau;Bezirk 20;61;1962;2021;6;150;155000
702;3;1 Ebene;1;1;1975;97;24;1;3;49;92;Durchschnitt;Mittlerer Wohnraum;Bezirk 15;0;1975;2018;6;97;165000
488;3;1 Ebene;1;0;1979;76;23;1;3;38;74;Durchschnitt;Kein Wohnraum;Bezirk 22;0;1979;2022;2;76;140300
1792;3;2 Ebenen;3;1;2016;60;36;2;3;36;60;Gut;Guter Wohnraum;Bezirk 9;60;2017;2021;7;121;188500
1601;3;2 Ebenen;2;0;1932;63;42;2;5;0;51;Schlecht;Rohbau;Bezirk 4;51;2011;2020;6;115;128000
1737;4;2 Ebenen;2;0;1919;80;0;0;1;6;60;Durchschnitt;Freizeitraum;Bezirk 21;80;1962;2022;3;160;107374
1876;2;1 Ebene;1;1;1980;73;23;1;3;65;73;Durchschnitt;Guter Wohnraum;Bezirk 22;0;1980;2022;5;73;157837
2487;3;1 Ebene;2;1;1969;118;44;2;4;110;118;Gut;Mittlerer Wohnraum;Bezirk 22;0;2008;2022;5;118;139725
351;2;2 Ebenen;1;0;1928;48;0;0;3;0;18;Schlecht;Rohbau;Bezirk 12;30;1962;2018;4;79;78000
637;2;1 Ebene;2;1;1978;139;37;2;4;22;100;Gut;Niedrige Qualität;Bezirk 5;0;1978;2020;3;139;195000
386;2;1 Ebene;2;2;2009;156;61;3;3;135;156;Gut;Guter Wohnraum;Bezirk 6;0;2010;2020;7;156;223850
335;3;1 Ebene;2;1;1979;128;43;2;4;85;128;Durchschnitt;Kein Wohnraum;Bezirk 15;0;1979;2022;4;128;205734
662;2;1 Ebene;1;1;1975;78;41;2;4;15;78;Durchschnitt;Mittlerer Wohnraum;Bezirk 22;0;1975;2018;10;78;133500
1316;2;1 Ebene;2;2;1990;97;21;1;3;97;97;Gut;Guter Wohnraum;Bezirk 8;0;1990;2021;7;97;159900
2106;3;2 Ebenen;1;1;1957;69;37;1;4;66;66;Durchschnitt;Kein Wohnraum;Bezirk 21;44;1962;2018;7;113;128000
1861;2;1 Ebene;2;1;2016;95;37;2;3;66;70;Gut;Guter Wohnraum;Bezirk 9;0;2017;2019;4;95;188500
115;3;1 Ebene;2;0;2019;132;69;3;4;4;132;Gut;Guter Wohnraum;Bezirk 6;0;2019;2020;2;132;264791
618;2;1 Ebene;1;0;1938;83;15;1;3;0;81;Durchschnitt;Rohbau;Bezirk 4;0;1962;2019;5;83;102000
705;3;2 Ebenen;1;0;1922;62;44;2;4;0;52;Schlecht;Rohbau;Bezirk 20;52;1962;2022;6;115;144325
2151;5;2 Ebenen;3;1;2002;144;50;3;3;124;142;Gut;Guter Wohnraum;Bezirk 23;129;2002;2022;5;273;368000
1343;4;2 Ebenen;2;0;1962;77;23;1;3;35;77;Durchschnitt;Kein Wohnraum;Bezirk 12;55;1962;2019;6;132;152000
78;3;2 Ebenen;3;1;2002;108;47;2;3;61;103;Gut;Guter Wohnraum;Bezirk 27;104;2002;2019;2;212;300000
245;4;2 Ebenen;2;0;1981;56;25;1;4;31;56;Durchschnitt;Mittlerer Wohnraum;Bezirk 22;58;1981;2022;3;114;181700
2328;3;2 Ebenen;3;0;2016;69;33;2;3;0;67;Gut;Rohbau;Bezirk 9;59;2016;2020;7;128;179000
1044;3;1 Ebene;1;1;1977;81;36;1;3;44;81;Durchschnitt;Freizeitraum;Bezirk 8;0;1977;2019;5;81;94750
1186;3;1 Ebene;2;1;2018;134;54;3;3;93;134;Sehr gut;Guter Wohnraum;Bezirk 24;0;2018;2020;5;134;240000
2309;3;1 Ebene;1;1;1988;90;48;2;4;71;88;Gut;Guter Wohnraum;Bezirk 13;0;1988;2019;6;90;129900
1611;3;1 Ebene;2;0;1979;133;37;2;3;0;133;Durchschnitt;Rohbau;Bezirk 15;0;1979;2021;3;133;143000
2265;3;1 Ebene;2;1;1976;110;26;1;4;22;110;Gut;Niedrige Qualität;Bezirk 15;0;2003;2019;10;110;158000
2520;4;2 Ebenen;3;0;2004;180;45;2;3;59;143;Gut;Guter Wohnraum;Bezirk 16;63;2012;2019;4;244;285000
579;2;1 Ebene;2;0;1991;78;22;1;3;0;78;Gut;Rohbau;Bezirk 23;0;1991;2022;4;78;114424
661;5;3 Ebenen;2;0;1922;105;30;1;5;16;105;Durchschnitt;Freizeitraum;Bezirk 20;63;1995;2020;9;168;160000
1714;3;2 Ebenen;3;0;2017;87;79;3;3;0;87;Gut;Rohbau;Bezirk 24;79;2017;2020;7;166;250000
1293;2;2 Ebenen;2;0;1983;41;22;1;3;13;41;Durchschnitt;Freizeitraum;Bezirk 3;42;1983;2022;2;83;110399
2433;3;2 Ebenen;3;1;1989;124;45;2;4;67;67;Durchschnitt;Mittlerer Wohnraum;Bezirk 19;67;2006;2018;3;192;235000
680;3;1 Ebene;1;1;1972;106;24;1;4;53;106;Durchschnitt;Mittlerer Wohnraum;Bezirk 15;0;1972;2018;5;106;151500
2029;4;2 Ebenen;3;0;2006;176;52;2;3;0;175;Gut;Rohbau;Bezirk 25;51;2006;2018;12;228;270000
1966;3;1 Ebene;2;1;1974;130;39;2;5;0;112;Durchschnitt;Rohbau;Bezirk 15;0;2017;2020;7;130;174000
233;3;1 Ebene;2;0;1972;90;39;2;3;0;90;Durchschnitt;Rohbau;Bezirk 15;0;1972;2019;7;90;126500
2574;4;2 Ebenen;3;0;2017;96;54;3;3;0;92;Gut;Rohbau;Bezirk 26;114;2018;2019;2;210;281213
2225;4;2 Ebenen;3;0;2019;80;55;3;3;3;80;Gut;Guter Wohnraum;Bezirk 18;96;2019;2020;6;177;250000
2393;3;2 Ebenen;2;0;1961;86;39;2;4;25;66;Durchschnitt;Freizeitraum;Bezirk 15;45;1962;2022;1;132;198374
157;1;1 Ebene;1;0;1942;65;37;2;4;0;65;Durchschnitt;Rohbau;Bezirk 12;0;1962;2020;7;65;93850
1965;3;1 Ebene;2;2;2015;208;75;3;3;167;208;Sehr gut;Guter Wohnraum;Bezirk 18;0;2015;2021;7;208;445000
2406;3;1 Ebene;2;0;1993;122;39;2;4;57;122;Gut;Kein Wohnraum;Bezirk 19;0;1993;2019;4;122;182900
956;3;1 Ebene;1;1;1994;69;22;1;5;54;69;Durchschnitt;Mittlerer Wohnraum;Bezirk 14;0;2020;2020;10;69;130500
368;4;2 Ebenen;3;0;2010;139;81;3;3;0;138;Sehr gut;Rohbau;Bezirk 16;70;2010;2022;1;210;408249
829;3;1 Ebene;2;0;1989;83;27;1;5;50;83;Gut;Guter Wohnraum;Bezirk 6;0;1989;2020;11;83;181379
1576;3;1 Ebene;2;1;1977;133;25;1;4;76;100;Durchschnitt;Mittlerer Wohnraum;Bezirk 15;0;2012;2018;6;133;185900
1052;4;1 Ebene;1;1;1972;104;48;2;4;104;104;Durchschnitt;Mittlerer Wohnraum;Bezirk 14;0;2008;2018;9;104;131000
118;3;1 Ebene;2;0;1988;87;31;2;3;42;86;Gut;Guter Wohnraum;Bezirk 6;0;1988;2019;7;87;168850
1006;4;2 Ebenen;3;0;1988;70;44;2;3;16;70;Gut;Guter Wohnraum;Bezirk 19;70;1988;2018;3;141;162900
1744;4;2 Ebenen;2;0;1959;78;0;0;5;0;0;0;0;Bezirk 8;17;2005;2020;4;96;96000
714;2;1 Ebene;1;1;1977;103;39;2;4;59;103;Durchschnitt;Mittlerer Wohnraum;Bezirk 8;0;1977;2019;4;103;140000
366;3;2 Ebenen;2;0;1953;73;19;1;4;23;59;Durchschnitt;Freizeitraum;Bezirk 7;59;1962;2021;7;132;174500
558;2;2 Ebenen;1;1;1953;57;23;1;3;29;57;Gut;Kein Wohnraum;Bezirk 8;21;1962;2022;7;78;92000
605;3;2 Ebenen;3;1;1987;68;36;2;4;46;60;Gut;Mittlerer Wohnraum;Bezirk 19;62;1987;2018;2;131;179900
2314;3;1 Ebene;1;0;1966;75;34;2;3;46;75;Durchschnitt;Niedrige Qualität;Bezirk 8;0;1966;2019;5;75;110000
2048;3;1 Ebene;1;1;1984;75;46;2;4;75;75;Durchschnitt;Mittlerer Wohnraum;Bezirk 6;0;1984;2018;7;75;149900
679;3;2 Ebenen;1;1;1960;69;23;1;5;40;69;Durchschnitt;Mittlerer Wohnraum;Bezirk 15;34;2016;2022;5;104;151800
1857;2;2 Ebenen;1;0;1928;80;16;1;4;0;80;Durchschnitt;Rohbau;Bezirk 4;0;1962;2021;5;80;121000
179;4;2 Ebenen;2;0;1930;98;33;2;4;0;98;Gut;Rohbau;Bezirk 8;43;1962;2020;7;142;185000
1883;2;1 Ebene;2;0;1992;78;22;1;3;46;78;Gut;Kein Wohnraum;Bezirk 23;0;1992;2022;5;78;164450
1397;3;1 Ebene;2;1;2015;94;48;2;3;71;94;Gut;Guter Wohnraum;Bezirk 23;0;2016;2021;6;94;153000
389;3;1 Ebene;1;1;1968;97;24;1;4;72;99;Durchschnitt;Mittlerer Wohnraum;Bezirk 15;0;1968;2021;6;97;150000
1103;3;1 Ebene;2;1;1998;140;52;2;3;118;136;Gut;Mittlerer Wohnraum;Bezirk 26;0;1998;2020;11;140;184000
1068;2;1 Ebene;2;0;2017;116;41;2;3;1;116;Gut;Guter Wohnraum;Bezirk 18;0;2017;2020;6;116;192000
2185;3;1 Ebene;2;1;2017;128;57;2;3;66;126;Gut;Guter Wohnraum;Bezirk 24;0;2018;2019;4;128;249000
2569;4;2 Ebenen;3;1;2004;93;43;2;3;28;93;Sehr gut;Guter Wohnraum;Bezirk 16;93;2005;2019;9;187;263000
569;3;1 Ebene;1;0;1970;80;26;1;3;0;0;0;0;Bezirk 8;0;2006;2019;8;80;80000
493;3;1 Ebene;1;1;1989;77;26;1;3;5;74;Gut;Freizeitraum;Bezirk 6;0;1989;2019;1;77;143000
2449;2;1 Ebene;1;0;1952;57;20;1;5;0;57;Durchschnitt;Rohbau;Bezirk 22;0;2009;2020;8;57;108000
2119;3;1 Ebene;1;1;1970;73;33;1;3;38;73;Durchschnitt;Freizeitraum;Bezirk 21;0;1970;2019;5;73;118000
1794;4;2 Ebenen;3;1;2006;79;41;2;3;54;77;Gut;Guter Wohnraum;Bezirk 6;82;2007;2020;7;162;254100
969;3;2 Ebenen;2;0;1912;58;0;0;4;0;0;0;0;Bezirk 20;51;2012;2020;8;109;106250
1026;3;2 Ebenen;2;0;1951;73;34;2;4;35;58;Durchschnitt;Mittlerer Wohnraum;Bezirk 20;58;1962;2021;10;132;150000
103;5;2 Ebenen;4;0;2011;81;40;2;3;0;79;Gut;Rohbau;Bezirk 9;114;2015;2019;8;195;204000
172;3;2 Ebenen;2;0;1959;85;35;2;4;33;85;Durchschnitt;Mittlerer Wohnraum;Bezirk 4;56;1962;2018;10;141;159000
2503;4;2 Ebenen;2;0;1963;90;0;0;4;0;56;Durchschnitt;Rohbau;Bezirk 12;28;1963;2018;10;118;115000
394;4;2 Ebenen;3;0;1944;99;30;2;5;42;80;Gut;Freizeitraum;Bezirk 7;99;1962;2018;7;199;239000
2207;2;1 Ebene;1;1;1967;70;61;2;4;15;70;Durchschnitt;Niedrige Qualität;Bezirk 20;0;2007;2020;6;70;125000
2492;4;2 Ebenen;4;0;1986;76;0;0;3;0;76;Gut;Rohbau;Bezirk 15;76;1986;2021;9;152;136000
976;3;1 Ebene;2;0;2018;97;0;0;3;0;97;Gut;Rohbau;Bezirk 23;0;2018;2019;10;97;147000
2022;3;1 Ebene;2;1;2015;144;46;2;3;28;142;Gut;Guter Wohnraum;Bezirk 6;0;2015;2018;5;144;200000
2002;3;1 Ebene;1;0;1979;77;28;1;3;71;77;Durchschnitt;Mittlerer Wohnraum;Bezirk 22;0;1979;2022;5;77;143750
2000;3;2 Ebenen;3;1;1986;72;37;2;3;21;72;Durchschnitt;Mittlerer Wohnraum;Bezirk 17;39;1986;2021;6;112;147000
2510;2;1 Ebene;2;1;1983;155;62;2;3;103;139;Gut;Guter Wohnraum;Bezirk 5;0;2014;2019;6;155;302000
1777;2;1 Ebene;1;1;1969;92;25;1;3;76;92;Durchschnitt;Freizeitraum;Bezirk 15;0;1969;2018;5;92;141000
1820;3;2 Ebenen;3;0;1989;98;45;2;4;0;68;Gut;Rohbau;Bezirk 19;68;1989;2019;11;167;190000
2535;2;1 Ebene;2;1;2011;128;44;2;3;105;124;Gut;Guter Wohnraum;Bezirk 6;0;2012;2021;6;128;292820
744;3;2 Ebenen;3;0;2012;65;37;2;3;35;64;Gut;Guter Wohnraum;Bezirk 24;68;2012;2019;9;133;177000
1410;3;1 Ebene;1;1;1971;101;45;2;4;55;55;Durchschnitt;Mittlerer Wohnraum;Bezirk 15;0;1971;2018;7;101;159500
1878;2;2 Ebenen;1;0;1887;66;0;0;5;0;66;Durchschnitt;Rohbau;Bezirk 22;20;2008;2022;5;86;108099
203;3;1 Ebene;1;0;1984;73;48;2;3;51;73;Durchschnitt;Kein Wohnraum;Bezirk 15;0;1984;2020;4;73;111250
